Unnamed: 0,local_ID,run_name,pred_steps,fin_inputs_params_dict_financial_value_scaling,senti_inputs_params_dict_topic_qty,senti_inputs_params_dict_topic_model_alpha,senti_inputs_params_dict_relative_halflife,senti_inputs_params_dict_apply_IDF,senti_inputs_params_dict_topic_weight_square_factor,model_hyper_params_estimator__hidden_layer_sizes,model_hyper_params_general_adjusting_square_factor,model_hyper_params_estimator__alpha,model_hyper_params_lookbacks,validation_bets_with_confidence_proportion_sX_c0,validation_bets_with_confidence_proportion_sX_c0.01,validation_bets_with_confidence_proportion_sX_c0.02,validation_bets_with_confidence_proportion_sX_c0.035,validation_bets_with_confidence_proportion_sX_c0.05,validation_bets_with_confidence_proportion_sX_c0.1,validation_x_mins_PC_sX_c0,validation_x_mins_PC_sX_c0.01,validation_x_mins_PC_sX_c0.02,validation_x_mins_PC_sX_c0.035,validation_x_mins_PC_sX_c0.05,validation_x_mins_PC_sX_c0.1,validation_x_mins_score_sX_c0,validation_x_mins_score_sX_c0.01,validation_x_mins_score_sX_c0.02,validation_x_mins_score_sX_c0.035,validation_x_mins_score_sX_c0.05,validation_x_mins_score_sX_c0.1,validation_x_mins_weighted_sX_c0,validation_x_mins_weighted_sX_c0.01,validation_x_mins_weighted_sX_c0.02,validation_x_mins_weighted_sX_c0.035,validation_x_mins_weighted_sX_c0.05,validation_x_mins_weighted_sX_c0.1,testing_bets_with_confidence_proportion_sX_c0,testing_bets_with_confidence_proportion_sX_c0.01,testing_bets_with_confidence_proportion_sX_c0.02,testing_bets_with_confidence_proportion_sX_c0.035,testing_bets_with_confidence_proportion_sX_c0.05,testing_bets_with_confidence_proportion_sX_c0.1,testing_x_mins_PC_sX_c0,testing_x_mins_PC_sX_c0.01,testing_x_mins_PC_sX_c0.02,testing_x_mins_PC_sX_c0.035,testing_x_mins_PC_sX_c0.05,testing_x_mins_PC_sX_c0.1,testing_x_mins_score_sX_c0,testing_x_mins_score_sX_c0.01,testing_x_mins_score_sX_c0.02,testing_x_mins_score_sX_c0.035,testing_x_mins_score_sX_c0.05,testing_x_mins_score_sX_c0.1,testing_x_mins_weighted_sX_c0,testing_x_mins_weighted_sX_c0.01,testing_x_mins_weighted_sX_c0.02,testing_x_mins_weighted_sX_c0.035,testing_x_mins_weighted_sX_c0.05,testing_x_mins_weighted_sX_c0.1,experiment_timestamp,training_r2,training_mse,training_mae,validation_r2,validation_mse,validation_mae,testing_r2,testing_mse,testing_mae,profitability,predictor_names
0,0,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,1,1,7.0,25200,0,4,3,3,1e-11,15,1.0,0.9999837800575808,0.9999513401727423,0.9974453590689754,0.9382182393252503,0.8001784193666112,0.492238684991244,0.4922305450915142,0.4922142613302295,0.49219704852030716,0.4931335222646099,0.5198723059827987,-4.621977786915528e-05,-4.664052908257111e-05,-4.695939460815006e-05,-5.276601005879576e-05,-8.239681433650417e-05,0.0016989857797639024,9.001301455063725e-06,8.856355689422886e-06,7.850693078921057e-06,2.6131566026784943e-06,9.466559297842335e-06,0.020274870377219,1.0,1.0,1.0,1.0,1.0,1.0,0.5238227146814405,0.5238227146814405,0.5238227146814405,0.5238227146814405,0.5238227146814405,0.5238227146814405,9.537962050655461e-05,9.537962050655461e-05,9.537962050655461e-05,9.537962050655461e-05,9.537962050655461e-05,9.537962050655461e-05,6.882677583759233e-05,6.73226265692055e-05,6.563783196297369e-05,6.269369603530779e-05,5.910264252237387e-05,3.8140718416817285e-05,03/01/24 01:07:05,0.04906028842780363,0.15531804046570108,0.32158850652485926,-8.065957669333626,0.18761466937845275,0.369392215765244,-1.0450697258319468,0.03700060196548612,0.18653282436683152,,e11fdaa43c1033b3912c95dc8d0b7cef3e88e2afe7467d4d7a033e6526aa950a
1,1,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,2,1,13.0,900,0,4,4,2,1e-10,15,1.0,0.059123977836957886,0.027848596332968562,0.01912431224188167,0.01364750972378867,0.006239355941503519,0.7222321322679754,0.9666933554406905,0.9928920869527638,0.9951872681584302,1.0,1.0,0.003909588242378331,0.04191052529522531,0.06834357645376546,0.0875165480076184,0.10617213729920227,0.14978606851105886,0.052425976105365014,0.10613535757024369,0.12061369073175801,0.13466424894809834,0.1465555055350165,0.17494530145684534,1.0,0.04455395244868929,0.0165616744564113,0.006858362121520016,0.003048160942897785,0.0,0.7220585246901037,0.9635119726339795,0.9846625766871165,1.0,1.0,0.0,0.0020739223933694427,0.01864066217570699,0.03476171671594851,0.050862413458572876,0.06633126642442382,0.0,0.01116780585467783,0.04041688177099429,0.05289149492021332,0.0670485355928802,0.07987068051443853,0.0,03/01/24 01:13:49,-0.019271383260695663,0.00023272867753117756,0.004570716983853704,-0.023234401119380264,0.00023136197089395472,0.004521553525353009,-0.123860840151373,3.739229012066591e-05,0.002733104515887916,,5b5d524577eae0c09850e5b29da188af281c71dc78803800e447a27890fe6db1
2,2,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,2,1,0.3,25200,0,1,5,1,1e-09,15,1.0,0.05669563194872411,0.02774222200167681,0.018883918061252575,0.01349979716478342,0.006231507646145185,0.7421602498863088,0.9799420218312875,0.9981842580182997,1.0,1.0,1.0,0.0040613884532249315,0.0425401624140645,0.06886497630562867,0.08870613128795249,0.10697052997068372,0.15012059887512655,0.05221373091986988,0.1072582842757744,0.12136296941032731,0.13536683137217637,0.14703684663112485,0.17719661253719735,1.0,0.026366592156065842,0.013919934972566552,0.0065535460272302375,0.0027433448486080063,0.0,0.7496443812233285,0.9903660886319846,1.0,1.0,1.0,0.0,0.0021669537671633065,0.02708615203985533,0.03937900924703806,0.052889152893095766,0.06957572781179099,0.0,0.01553180453913622,0.046915358742759566,0.05579172580695568,0.07013060987810367,0.08152861883000287,0.0,03/01/24 01:20:47,-0.0013920767575152481,0.00022831464342374738,0.004263034582178165,-0.0011871951689491622,0.00022812382016733986,0.004257810361558226,-0.002534436434816323,3.3355605217172454e-05,0.0021924970106738423,,9937010cf60eec153e795e365bb82628e873c67e708879b4ba536513b7da0e1f
3,3,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,2,1,2.0,180,0,4,1,0,1e-08,15,1.0,0.04955624669049998,0.026511001918904698,0.0187447660218333,0.013438198263816582,0.00616174916005187,0.7242689943633615,0.9814251534597233,0.9988910742855465,1.0,1.0,1.0,0.003962447119310156,0.04661097105281209,0.07096280360048163,0.08904983580095913,0.10724295111262931,0.1508441375877941,0.054589305471389224,0.10926393811637836,0.12189992115807488,0.1355444672925322,0.14719991123755174,0.17677322883868934,1.0,0.02423287949603739,0.013767526925421662,0.006502743344848608,0.002692542166226377,0.0,0.7351148140621825,0.9916142557651991,1.0,1.0,1.0,0.0,0.0021148998399362164,0.028465969146102475,0.03960236538494602,0.05300955837773765,0.07003524105975682,0.0,0.01623282684531233,0.047602848174223764,0.05627067918939148,0.07055661258526058,0.08162499522648094,0.0,03/01/24 01:28:39,-0.007703797759483821,0.00022975000175461764,0.00443776395257327,-0.007668443508098433,0.00022947040109225886,0.0044086580500680315,-0.016848096150227754,3.3831839015562526e-05,0.002281213029203347,,4fac57ba27f045e1239a209378f3e1d8b974fd50c8caaf98394a099476358a41
4,4,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,1,1,7.0,900,1,1,4,0,1e-07,25,1.0,0.047819234933792254,0.007382454491097231,0.0011194236378802855,0.00046939905366143273,1.7154348736078842e-05,0.5190977743475436,0.5440641993570271,0.5064021487170594,0.5593868964135444,0.35375,0.4,2.6621474164676942e-05,0.0010936391735417094,0.001976884124589429,0.003904222808322289,0.004093501393128163,0.037895373908103915,0.00036446621182578226,0.0031912448201613917,0.005628000563242281,0.014509603115245942,0.020790307080481966,0.037895373908103915,1.0,0.01627026387409774,0.0023074192403265887,0.0007691397467755295,5.9164595905809965e-05,0.0,0.48627381374985207,0.5490909090909091,0.46153846153846156,0.6153846153846154,1.0,0.0,-1.4260623267657158e-06,0.00025283078105985785,-0.001595900849595759,0.0012962337824083702,0.009587123862841107,0.0,6.4797078006366e-05,2.813467734935984e-05,0.0004682263050571403,0.00254370060426282,0.009587123862841107,0.0,03/01/24 01:37:38,0.9979176385412689,0.00027748936163672573,0.006431351990329096,0.9870356211519233,0.00026890203783330746,0.005852680538369557,0.9971394767548402,5.179523673153549e-05,0.003962718909648097,,8ff13bd26096713ef505ab40e9b4b5c7fcd5f630ac5578255bd1a23c74f1c6a8
5,5,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,2,1,3.0,180,1,2,5,0,1e-11,40,1.0,0.06694866441014831,0.03362288760126157,0.022828507899931745,0.01626013168382622,0.0074556924334725355,0.7572071143031043,0.97827650514988,0.998182608851771,1.0,1.0,1.0,0.004434441006886258,0.04309357106396618,0.06854176549304979,0.08851081461421495,0.10725953962432988,0.1509874210690166,0.05655322271996806,0.10715800961478816,0.12123998270174532,0.13531397998978897,0.14704274274335388,0.17698792579677072,1.0,0.03150942252923711,0.016663636914500395,0.00781676058898382,0.003272132339574623,0.0,0.7588923226080106,0.9903846153846154,1.0,1.0,1.0,0.0,0.002296773487761164,0.026776368627628666,0.038894117424678055,0.05263592720467755,0.06917863703812308,0.0,0.01653041039013949,0.046270764416164026,0.05497431194141516,0.06878416032738313,0.07916122616570699,0.0,03/01/24 04:33:53,-0.0008147061976140791,0.00027241813554819156,0.004621989709008147,-0.0008290178165198281,0.00027200808908936383,0.004612531985401612,-0.0006017134012075154,3.8777313751372896e-05,0.0023137138696971474,,a310f5bd8afccd1184ec6471f665e9b0f23ad88ad90ca2235905c7290cf9c942
6,6,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,2,1,0.3,7200,0,1,1,1,1e-10,25,1.0,0.060093214885641476,0.029537635818932918,0.02029431900231243,0.014473450938400833,0.006625293388503629,0.7491779979645059,0.9797188375578202,0.9986532128459886,1.0,1.0,1.0,0.004241473052881318,0.04277959524010723,0.06914051138797385,0.08857182345446532,0.107023169988774,0.1507683303193776,0.053976384407250985,0.1074011795035283,0.12127113542217005,0.1352347136790419,0.1469254771331215,0.17679608699874655,1.0,0.03046594982078853,0.014717063104159878,0.007114152275442598,0.0028782448137286845,0.0,0.7429673074834365,0.9875222816399287,1.0,1.0,1.0,0.0,0.0021652464419377924,0.02566246281420828,0.03938425980839608,0.05247132124037071,0.06973165854915926,0.0,0.01487289172961155,0.04569916673830506,0.055146995075646944,0.06944114558112152,0.08034215935100479,0.0,03/01/24 05:54:02,-0.00135490155346778,0.00024432141007417056,0.0044275267622420345,-0.0015592003554564915,0.0002441513700506369,0.004425345361233091,-0.01258321783306715,3.578250303681521e-05,0.00230000465831944,,2741be64be98b27b4266d77201dbddeab068c061cb93ef32e44533310b39c4cb
7,7,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,1,1,1.0,25200,1,4,3,1,1e-09,40,1.0,0.08002375802149012,0.016055993973246054,0.002751221094505169,0.0009540990647870399,3.8061601295315934e-05,0.5215879367649484,0.5307056032756423,0.5047502235337432,0.5511050960735171,0.35911517925247904,0.4,0.0003589938981566079,0.0005933584163239172,0.0008748305028311051,0.004816856462839822,0.0033822458553602183,0.037305788178114446,0.0006257125962719249,0.00267931980034993,0.006092921580155628,0.015623152072620456,0.025500115735950086,0.037567907588799784,1.0,0.9999340021119324,0.9996700105596621,0.9986800422386484,0.9935982048574445,0.36312038014783526,0.5255411826821542,0.5255758695795657,0.5255826236218393,0.5257731958762887,0.5272002656924609,0.5401672119229372,0.00011206018084487122,0.00011270034875746349,0.00011259679077326095,0.00011441242878700125,0.00012223877772749166,6.489399571667544e-05,7.987694327314922e-05,7.588934704485786e-05,7.074461951606571e-05,5.930535651349386e-05,3.9928087896805436e-05,-9.552025117967597e-05,03/01/24 08:02:52,0.9975592251729711,0.0003236830968419752,0.0073892632371165765,0.9850211860235876,0.00031280223976046706,0.00680094316072503,0.4929748026521501,0.009191979615074107,0.09138422373626713,,f46d9f4abf8266f759b05d90d3f8910070921a41bb94d7f757c40fa21e405c34
8,8,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,2,1,0.3,25200,0,4,0,2,1e-08,20,1.0,0.05491934775677336,0.028100978713364422,0.019532567879099946,0.013973615501011904,0.006385284655441993,0.743700002639831,0.9812298896527469,0.9986453355288809,1.0,1.0,1.0,0.004086331591079276,0.04410577432693773,0.06992248304513335,0.08874514589841602,0.1071305460429252,0.1509081164672581,0.05394742159814715,0.10827719016806263,0.12159473530933804,0.13534955941756685,0.1469992178602471,0.17678310727425445,1.0,0.024673211192188568,0.01427896477505381,0.006824505223371306,0.0028872906714263215,5.249619402593312e-05,0.7116384062155494,0.9914893617021276,1.0,1.0,1.0,1.0,0.002087789205446489,0.028689607699231387,0.039516752772857024,0.05286045758521991,0.06974389679598683,0.10208537417253472,0.01703526172990771,0.04801007244169452,0.056632158023960974,0.0710245510265689,0.0823131877517916,0.10208537417253472,03/01/24 09:06:31,-0.0027809220767434526,0.0002363603963535672,0.004371997935499288,-0.003037691322741898,0.0002363506121994931,0.004378209237782033,-0.025114324467822913,3.513153034427637e-05,0.0023750095203094288,,59a8fccc90fa7999afe346eab9088fddcf6038e64d4f78550818d26a107cd9b2
9,9,no_topics_steps_5_removal_1e+00parallel_run_7_4.csv,5,2,1,7.0,7200,0,4,3,1,1e-07,40,1.0,0.06610888849344533,0.03327052098409217,0.022875336131363756,0.016315303886009557,0.007436730687653263,0.7545961214243895,0.9787875930784414,0.9984094644184234,1.0,1.0,1.0,0.004391466062007354,0.043472292965897136,0.06903756115008552,0.08841140638237632,0.1070902900676817,0.15109925755069678,0.056754518617781226,0.10737128204893324,0.12125719605773581,0.13528462933641533,0.1470169876993795,0.17699787893343147,1.0,0.031145852269284374,0.016603041871174937,0.007877355632309277,0.003272132339574623,0.0,0.7581045870447798,0.9902723735408561,1.0,1.0,1.0,0.0,0.0023601311800360717,0.026940343181207162,0.0389555769526491,0.05248188086713792,0.06917863703812308,0.0,0.016668203114119547,0.0464103340148971,0.05506558160143108,0.06886546637631571,0.07915326115632909,0.0,03/01/24 12:07:11,-0.0014269841436243436,0.0002725919713571866,0.004638850396234668,-0.0010190452986897024,0.00027204644677445724,0.0046262139085304025,-0.0015675434961370804,3.88147435259975e-05,0.002323197454424763,,de4081a843dfa9f3fbe61c39f6fecccf8554387a0f38f296bd2b5c86d1ec6180
