Unnamed: 0,local_ID,run_name,pred_steps,fin_inputs_params_dict_financial_value_scaling,senti_inputs_params_dict_topic_qty,senti_inputs_params_dict_topic_model_alpha,senti_inputs_params_dict_relative_halflife,senti_inputs_params_dict_apply_IDF,senti_inputs_params_dict_topic_weight_square_factor,model_hyper_params_estimator__hidden_layer_sizes,model_hyper_params_general_adjusting_square_factor,model_hyper_params_estimator__alpha,model_hyper_params_lookbacks,model_hyper_params_batch_ratio,validation_bets_with_confidence_proportion_sX_c0,validation_bets_with_confidence_proportion_sX_c0.01,validation_bets_with_confidence_proportion_sX_c0.02,validation_bets_with_confidence_proportion_sX_c0.035,validation_bets_with_confidence_proportion_sX_c0.05,validation_bets_with_confidence_proportion_sX_c0.1,validation_x_mins_PC_sX_c0,validation_x_mins_PC_sX_c0.01,validation_x_mins_PC_sX_c0.02,validation_x_mins_PC_sX_c0.035,validation_x_mins_PC_sX_c0.05,validation_x_mins_PC_sX_c0.1,validation_x_mins_score_sX_c0,validation_x_mins_score_sX_c0.01,validation_x_mins_score_sX_c0.02,validation_x_mins_score_sX_c0.035,validation_x_mins_score_sX_c0.05,validation_x_mins_score_sX_c0.1,validation_x_mins_weighted_sX_c0,validation_x_mins_weighted_sX_c0.01,validation_x_mins_weighted_sX_c0.02,validation_x_mins_weighted_sX_c0.035,validation_x_mins_weighted_sX_c0.05,validation_x_mins_weighted_sX_c0.1,testing_bets_with_confidence_proportion_sX_c0,testing_bets_with_confidence_proportion_sX_c0.01,testing_bets_with_confidence_proportion_sX_c0.02,testing_bets_with_confidence_proportion_sX_c0.035,testing_bets_with_confidence_proportion_sX_c0.05,testing_bets_with_confidence_proportion_sX_c0.1,testing_x_mins_PC_sX_c0,testing_x_mins_PC_sX_c0.01,testing_x_mins_PC_sX_c0.02,testing_x_mins_PC_sX_c0.035,testing_x_mins_PC_sX_c0.05,testing_x_mins_PC_sX_c0.1,testing_x_mins_score_sX_c0,testing_x_mins_score_sX_c0.01,testing_x_mins_score_sX_c0.02,testing_x_mins_score_sX_c0.035,testing_x_mins_score_sX_c0.05,testing_x_mins_score_sX_c0.1,testing_x_mins_weighted_sX_c0,testing_x_mins_weighted_sX_c0.01,testing_x_mins_weighted_sX_c0.02,testing_x_mins_weighted_sX_c0.035,testing_x_mins_weighted_sX_c0.05,testing_x_mins_weighted_sX_c0.1,experiment_timestamp,training_r2,training_mse,training_mae,validation_r2,validation_mse,validation_mae,testing_r2,testing_mse,testing_mae,profitability,predictor_names
0,0,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,1,25,7.0,25200,0,4,3,3,1e-09,15,0.25,1.0,1.0,1.0,0.9999918900287904,0.9999270102591137,0.8000567697984671,0.492238684991244,0.492238684991244,0.492238684991244,0.49223461520642176,0.49221015797341716,0.5354567215672142,-4.621977786915528e-05,-4.621977786915528e-05,-4.621977786915528e-05,-4.623124810416118e-05,-4.69611089322722e-05,0.005312453985875988,2.980969524205944e-05,3.310700233617121e-05,3.700197908669999e-05,4.469206968769948e-05,5.7489981270141224e-05,0.029547824603311977,1.0,1.0,0.9976177285318559,0.9916897506925207,0.9509695290858726,0.24038781163434902,0.5238227146814405,0.5238227146814405,0.5234630976842339,0.524413407821229,0.5253131371977862,0.5402166397787509,9.537962050655461e-05,9.537962050655461e-05,9.492175244611287e-05,0.00010447302234621742,6.71887511093175e-05,8.820814898351131e-05,9.561074379320616e-05,9.564271070514623e-05,9.567813779663714e-05,9.383116732261872e-05,8.942627536391214e-05,0.00020213918975805424,30/12/23 13:10:51,0.2054559819535271,0.1165783842084224,0.3072839386389584,-4.612452161851966,0.14617800424458355,0.33642167547811147,0.6016550159634024,0.007207091285501357,0.08229557246253677,,
1,1,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,2,17,13.0,900,0,4,4,2,1e-10,15,0.5,1.0,0.08492817933290352,0.03111901720150167,0.019055125457619906,0.01358567629959464,0.00625482809697038,0.6969360773052082,0.9160062576046224,0.9662217217829525,0.996103896103896,1.0,1.0,0.003971324943490585,0.03552629330005438,0.06361699444866145,0.08772735635229878,0.10634532381654208,0.14947758878734435,0.047040281031054273,0.10076788614958224,0.11945481410650316,0.13477828571087672,0.14656944903611252,0.1748831409859178,1.0,0.991769965454176,0.5220483641536273,0.011583011583011582,0.005080268238162975,0.0,0.4965962202804308,0.4992828603626678,0.6665044764499806,0.9912280701754386,1.0,0.0,0.0005965197810491102,0.000654725360663047,0.0022208682835954496,0.036375099820211504,0.051740043343019876,0.0,0.0016523182777441552,0.002650831500105824,0.013863147906435832,0.048452378462802564,0.06142377253836438,0.0,30/12/23 13:19:13,-0.06297113381679513,0.00024446962979656297,0.005226104510813285,-0.10993077642349566,0.00023742870607850152,0.005074915215144836,-12.100081600213949,0.0004358564995766028,0.020350549950037995,,
2,2,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,2,13,0.3,25200,0,1,5,1,1e-11,15,1.0,1.0,0.05448354982909594,0.02683128739163303,0.018985293828495068,0.01360162419871543,0.006169498559912568,0.7041271743667427,0.9754403124337706,0.9978541049798115,1.0,1.0,1.0,0.003884640286840141,0.04228589031858877,0.07041763967312135,0.08835798709596368,0.10649236828542194,0.1506250016795402,0.049603607750786635,0.10819807308575809,0.12156851135145921,0.13525789660587337,0.14696544266431827,0.17740695767444892,1.0,0.9951229424913636,0.8817821580979476,0.012649867913025808,0.005486689697216013,0.0,0.49613899613899615,0.49719215846436593,0.550037448867892,0.9919678714859438,1.0,0.0,0.0005753618636572326,0.000601368110584146,0.0011007837144123263,0.03447716830116815,0.05005225572863808,0.0,0.001474219155029165,0.0021907401549905474,0.00785554199118455,0.046114853719026634,0.05720710951864087,0.0,30/12/23 13:27:25,-0.010613146982126499,0.00023035819701748878,0.004538389201719484,-0.011129023542698669,0.00023054056393797713,0.004592880783333739,-14.523106468624226,0.0005164736414969335,0.022297999504765215,,
3,3,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,2,17,2.0,180,0,4,1,0,1e-09,15,0.25,1.0,0.050265054968690825,0.026698044183173692,0.018830036070475016,0.013376038995274134,0.006153871024993205,0.7228967114926299,0.9818910209142235,0.9989150679828646,1.0,1.0,1.0,0.004004552384403175,0.045915061898943406,0.07066424024082713,0.0888161134290109,0.1075026691993806,0.15085293955106197,0.05418936144635621,0.10915560820579868,0.12191678687578067,0.13564804031905056,0.14731075247608058,0.17700862963914815,1.0,0.9599166836008941,0.027077829709408658,0.009398496240601503,0.0035561877667140826,0.0,0.49817110343426135,0.5145276528182059,0.9906191369606003,1.0,1.0,0.0,0.0006517784245336827,0.0008766500777163034,0.024209895966240378,0.0430513489746806,0.05939155691945845,0.0,0.002295659879103478,0.0060141492471817775,0.04319708329085788,0.05690313309681682,0.0716544609872439,0.0,30/12/23 13:34:14,-0.0064796792692821455,0.00022945747829558532,0.004419554239373173,-0.006333955275735681,0.00022925484221718778,0.004403499997654596,-5.654420984418673,0.0002214011122595179,0.014132861820464969,,
4,4,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,1,25,7.0,900,1,1,4,0,1e-09,25,0.5,1.0,0.05004818472888436,0.011740516144753282,0.0018701158682479777,0.0004522354808438817,2.5608506067946788e-05,0.5209027608065943,0.5515555774169715,0.5120952036852697,0.518546365914787,0.3636243386243386,0.4,0.00029599697406890635,0.0011831099604890283,0.002083977194182439,0.003673916707589043,0.0065611532277932315,0.03746771144852321,0.000742095431534664,0.0045060027968347825,0.008775019928979298,0.018453716369018186,0.03538945867489878,0.03779149058974636,1.0,0.01792687255946042,0.0016566086853626789,0.0003549875754348598,5.9164595905809965e-05,0.0,0.5010057981303988,0.6237623762376238,0.5714285714285714,0.3333333333333333,1.0,0.0,-2.1520032140974514e-05,0.0008694891843844323,-0.0009531864867928826,-0.000261900894870067,0.009587123862841107,0.0,-5.893260036422687e-06,0.000437167464279984,0.00011188309247471293,0.0025200684347017432,0.009587123862841107,0.0,30/12/23 13:42:13,0.9979567249588598,0.00027262691864119424,0.006137663627745512,0.9870449383332188,0.00026944552233613864,0.005934947953045801,0.9968316517574678,5.736899623087346e-05,0.004506757425020562,,
5,5,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,2,13,3.0,180,1,2,5,0,1e-06,40,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,2,9,0.3,7200,0,1,1,1,1e-06,25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,1,9,1.0,25200,1,4,3,1,1e-08,40,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,2,13,0.3,25200,0,4,0,2,1e-10,20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,multi_topic_steps_5_removal_1e+00parallel_run_4_3.csv,5,2,9,7.0,7200,0,4,3,1,1e-07,40,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
